endereco_geo,lat,lon
"Avenida Damasceno Vieira, Vila Mascote, São Paulo, SP, Brasil",-23.6462516,-46.6646988
"Rua Coronel Oscar Porto, Paraíso, São Paulo, SP, Brasil",-23.574361,-46.6465111
"Rua Chamantá, Vila Prudente, São Paulo, SP, Brasil",-23.5807754,-46.5904352
"Rua Carlos Petit, Vila Mariana, São Paulo, SP, Brasil",-23.5833965,-46.6336838
"Rua Tabatinguera, Sé, São Paulo, SP, Brasil",-23.5525187,-46.6302193
"Avenida Engenheiro Luiz Gomes Cardim Sangirardi, Vila Mariana, São Paulo, SP, Brasil",,
"Avenida Corifeu de Azevedo Marques, Vila Lageado, São Paulo, SP, Brasil",,
"Rua do Parque, Vila Dom Pedro I, São Paulo, SP, Brasil",-23.6023431,-46.6042129
"Rua Turiassu, Perdizes, São Paulo, SP, Brasil",-23.5326686,-46.6711113
"Rua Clodomiro Amazonas, Vila Nova Conceição, São Paulo, SP, Brasil",,
"Rua Michigan, Cidade Monções, São Paulo, SP, Brasil",,
"Rua Baluarte, Vila Olímpia, São Paulo, SP, Brasil",-23.6005599,-46.6753116
"Rua Aturari, Chácara Santo Antônio (Zona Leste), São Paulo, SP, Brasil",,
"Rua São Felipe, Parque São Jorge, São Paulo, SP, Brasil",-23.5326401,-46.5692294
"Rua Bento Gonçalves, Vila Regente Feijó, São Paulo, SP, Brasil",,
"Rua Dona Elisa de Moraes Mendes, Vila Madalena, São Paulo, SP, Brasil",,
"Rua Francisco Leitão, Pinheiros, São Paulo, SP, Brasil",-23.5622549,-46.6805211
"Rua Cananéia, Vila Prudente, São Paulo, SP, Brasil",-23.5797773,-46.5788973
"Rua Jorge Tibiriçá, Vila Mariana, São Paulo, SP, Brasil",-23.5982957,-46.6313444
"Rua Rio Branco Paranhos, Capão Redondo, São Paulo, SP, Brasil",,
"Rua do Estilo Barroco, Santo Amaro, São Paulo, SP, Brasil",-23.6301128,-46.6915761
"Rua das Jabuticabeiras, Cidade Jardim, São Paulo, SP, Brasil",-23.5942133,-46.7027751
"Rua Jacques Félix, Vila Nova Conceição, São Paulo, SP, Brasil",,
"Rua Monte Alegre, Perdizes, São Paulo, SP, Brasil",-23.5377679,-46.6702094
"Rua Patápio Silva, Jardim das Bandeiras, São Paulo, SP, Brasil",,
"Rua das Fiandeiras, Vila Olímpia, São Paulo, SP, Brasil",,
"Rua João Fugulin, Jardim Germânia, São Paulo, SP, Brasil",-23.6548519,-46.7582548
"Rua Susano, Jardim Paulista, São Paulo, SP, Brasil",,
"Rua Pais de Araújo, Itaim Bibi, São Paulo, SP, Brasil",-23.5836031,-46.6812825
"Rua Macurapé, Vila Nova Conceição, São Paulo, SP, Brasil",,
"Rua Ministro Jesuíno Cardoso, Vila Nova Conceição, São Paulo, SP, Brasil",,
"Rua São Benedito, Santo Amaro, São Paulo, SP, Brasil",-23.6330899,-46.69071
"Rua Canuto Borelli, Vila Castelo, São Paulo, SP, Brasil",,
"Rua Galofre, Jardim Vila Mariana, São Paulo, SP, Brasil",-23.5910211,-46.6227062
"Rua Pirandello, Brooklin Paulista, São Paulo, SP, Brasil",,
"Avenida Pavão, Indianópolis, São Paulo, SP, Brasil",-23.6075608,-46.6669554
"Rua Tabapuã, Itaim Bibi, São Paulo, SP, Brasil",-23.5845636,-46.6811051
"Rua Frei Caneca, Consolação, São Paulo, SP, Brasil",-23.5520031,-46.6496006
"Rua Godói Colaço, Vila Cordeiro, São Paulo, SP, Brasil",,
"Rua Pascal, Campo Belo, São Paulo, SP, Brasil",-23.6222314,-46.669954
"Rua Marquês de Valença, Alto da Mooca, São Paulo, SP, Brasil",,
"Rua Doutor Rubens Maragliano, Jardim Leonor, São Paulo, SP, Brasil",,
"Rua Potiguar Medeiros, Pinheiros, São Paulo, SP, Brasil",-23.5677248,-46.6860727
"Avenida Engenheiro Armando de Arruda Pereira, Jabaquara, São Paulo, SP, Brasil",-23.637092,-46.6411871
"Rua Indiana, Brooklin Paulista, São Paulo, SP, Brasil",,
"Rua General Mena Barreto, Jardim Paulista, São Paulo, SP, Brasil",-23.5794246,-46.6646691
"Praça Mário Ortiz, Quinta da Paineira, São Paulo, SP, Brasil",,
"Rua Oscar Pereira da Silva, Itaim Bibi, São Paulo, SP, Brasil",-23.5831827,-46.6713226
"Alameda dos Anapurus, Indianópolis, São Paulo, SP, Brasil",-23.6067561,-46.6575787
"Rua Honorato das Neves, Jardim Carombé, São Paulo, SP, Brasil",,
"Rua José Benedito Viana de Moraes, Cidade São Francisco, São Paulo, SP, Brasil",,
"Avenida Portugal, Brooklin Paulista, São Paulo, SP, Brasil",,
"Largo do Arouche, República, São Paulo, SP, Brasil",-23.5410441,-46.6453733
"Rua Capri, Pinheiros, São Paulo, SP, Brasil",-23.5675053,-46.700859
"Rua Doutor Amâncio de Carvalho, Vila Mariana, São Paulo, SP, Brasil",-23.5847276,-46.6477163
"Rua Brás Lourenço, Vila Mariana, São Paulo, SP, Brasil",-23.5824879,-46.6237898
"Rua Mourato Coelho, Pinheiros, São Paulo, SP, Brasil",-23.5644742,-46.6869186
"Rua Tirana, Vila Formosa, São Paulo, SP, Brasil",-23.5660498,-46.5447587
"Avenida Nove de Julho, Jardim Paulista, São Paulo, SP, Brasil",-23.5717659,-46.6641574
"Rua Doutor Celso Dario Guimarães, Jardim Morumbi, São Paulo, SP, Brasil",-23.6082486,-46.7171554
"Avenida Aparecida do Rio Negro, Jardim Íris, São Paulo, SP, Brasil",-23.5005468,-46.7189087
"Rua Cristianópolis, Alto da Mooca, São Paulo, SP, Brasil",,
"Rua Dona Germaine Burchard, Água Branca, São Paulo, SP, Brasil",,
"Rua Verbo Divino, Chácara Santo Antônio (Zona Sul), São Paulo, SP, Brasil",,
"Avenida Doutor Cândido Motta Filho, Cidade São Francisco, São Paulo, SP, Brasil",,
"Rua Pedro Campana, Jardim Vila Mariana, São Paulo, SP, Brasil",-23.5865119,-46.6208699
"Rua Doutor João Pinheiro, Jardim Paulista, São Paulo, SP, Brasil",-23.5751457,-46.6644721
"Rua Arandu, Brooklin Paulista, São Paulo, SP, Brasil",,
"Rua Salete, Santana, São Paulo, SP, Brasil",-23.5015371,-46.6272156
"Alameda Santos, Cerqueira César, São Paulo, SP, Brasil",-23.5569896,-46.6634724
"Rua São Tomé, Vila Olímpia, São Paulo, SP, Brasil",-23.5941988,-46.6890752
"Rua Conde de Sarzedas, Sé, São Paulo, SP, Brasil",-23.5540989,-46.6305713
"Rua Jacatirão, Chácara Monte Alegre, São Paulo, SP, Brasil",-23.6447816,-46.6755289
"Rua Carlos Steinen, Paraíso, São Paulo, SP, Brasil",-23.576192,-46.647981
"Rua Ucaiari, Alto da Lapa, São Paulo, SP, Brasil",,
"Rua João de Sousa Dias, Campo Belo, São Paulo, SP, Brasil",-23.621604,-46.6741874
"Rua Professor Carlos de Carvalho, Itaim Bibi, São Paulo, SP, Brasil",-23.5833038,-46.6801817
"Rua Luisiania, Brooklin Paulista, São Paulo, SP, Brasil",,
"Rua Professor Benedito Montenegro, Fazenda Morumbi, São Paulo, SP, Brasil",,
"Rua Canumá, Jardim dos Estados, São Paulo, SP, Brasil",-23.6364649,-46.6886991
"Rua Padre Carvalho, Pinheiros, São Paulo, SP, Brasil",-23.5667326,-46.6964988
"Rua João Manuel, Chácara Califórnia, São Paulo, SP, Brasil",,
"Avenida Divino Salvador, Planalto Paulista, São Paulo, SP, Brasil",,
"Rua Rodrigo Vieira, Jardim Vila Mariana, São Paulo, SP, Brasil",-23.5890099,-46.6242036
"Rua Biguaçu, Vila Carrão, São Paulo, SP, Brasil",-23.550125,-46.5308172
"Rua Dom Rosalvo, Sumarezinho, São Paulo, SP, Brasil",,
"Rua Marie Nader Calfat, Jardim Ampliação, São Paulo, SP, Brasil",,
"Rua Pássaros e Flores, Jardim das Acácias, São Paulo, SP, Brasil",,
"Rua Francisco Dias Velho, Vila Cordeiro, São Paulo, SP, Brasil",,
"Avenida dos Eucaliptos, Indianópolis, São Paulo, SP, Brasil",-23.6055257,-46.6747235
"Avenida Manoel dos Reis Araújo, Jardim Marajoara, São Paulo, SP, Brasil",-23.6537052,-46.6837086
"Rua dos Crisântemos, Mirandópolis, São Paulo, SP, Brasil",-23.6065571,-46.6396163
"Rua Doutor Renato Paes de Barros, Itaim Bibi, São Paulo, SP, Brasil",-23.5784123,-46.6754416
"Rua Francisco Bayardo, Perdizes, São Paulo, SP, Brasil",-23.5387932,-46.6875022
"Rua Baependi, Tatuapé, São Paulo, SP, Brasil",-23.5290606,-46.5767022
"Alameda dos Tupiniquins, Planalto Paulista, São Paulo, SP, Brasil",,
"Rua Zacarias de Gois, Parque Colonial, São Paulo, SP, Brasil",,
"Rua Aragão, Vila Mazzei, São Paulo, SP, Brasil",-23.4724128,-46.6027798
"Praça Renzo Pagliari, Cidade Jardim, São Paulo, SP, Brasil",-23.597782,-46.7022955
"Rua Padre Landell de Moura, Jardim Anália Franco, São Paulo, SP, Brasil",-23.5547228,-46.564306
"Avenida Dona Maria Mesquita de Mota e Silva, Fazenda Morumbi, São Paulo, SP, Brasil",,
"Rua Caconde, Jardim Paulista, São Paulo, SP, Brasil",-23.5736172,-46.6595295
"Rua Gaivota, Moema, São Paulo, SP, Brasil",-23.5982058,-46.6625869
"Rua Argentina, Jardim América, São Paulo, SP, Brasil",-23.5693159,-46.6675286
"Rua Maquerobi, Saúde, São Paulo, SP, Brasil",-23.6124821,-46.6391743
"Rua Gil Eanes, Campo Belo, São Paulo, SP, Brasil",-23.61506,-46.6775767
"Rua Tietequera, Vila Zilda (Tatuapé), São Paulo, SP, Brasil",,
"Praça General Gentil Falcão, Cidade Monções, São Paulo, SP, Brasil",,
"Rua Artur Sabóia, Paraíso, São Paulo, SP, Brasil",-23.5777504,-46.6376197
"Rua Bresser, Brás, São Paulo, SP, Brasil",-23.5332648,-46.6130139
"Rua Aliança Liberal, Bela Aliança, São Paulo, SP, Brasil",-23.5230421,-46.7219497
"Avenida Regente Feijó, Vila Regente Feijó, São Paulo, SP, Brasil",-22.218232,-51.3093023
"Rua Andréa Paulinetti, Jardim das Acácias, São Paulo, SP, Brasil",,
"Rua Acuruá, Vila Romana, São Paulo, SP, Brasil",,
"Rua Bartira, Perdizes, São Paulo, SP, Brasil",-23.5387731,-46.6715138
"Rua Ossian Terceiro Teles, Jardim Prudência, São Paulo, SP, Brasil",,
"Rua João dos Santos Werneck, Jardim Consórcio, São Paulo, SP, Brasil",,
"Avenida Magalhães de Castro, Butantã, São Paulo, SP, Brasil",-23.5600191,-46.7118506
"Rua General Júlio Marcondes Salgado, Campos Elíseos, São Paulo, SP, Brasil",,
"Rua Santa Gertrudes, Chácara Santo Antônio (Zona Leste), São Paulo, SP, Brasil",,
"Rua Itapimirum, Vila Andrade, São Paulo, SP, Brasil",-23.6330813,-46.7331285
"Rua Quintana, Cidade Monções, São Paulo, SP, Brasil",,
"Rua Minerva, Perdizes, São Paulo, SP, Brasil",-23.5333211,-46.6723485
"Rua André da Fonseca, Jardim Japão, São Paulo, SP, Brasil",-23.4995395,-46.5895514
"Rua Henrique Sertório, Tatuapé, São Paulo, SP, Brasil",-23.5366481,-46.5780235
"Rua Domingos de Morais, Vila Mariana, São Paulo, SP, Brasil",-23.5962844,-46.6365597
"Rua Paulistânia, Sumarezinho, São Paulo, SP, Brasil",-23.5474237,-46.6913282
"Rua Doutor Mário Ferraz, Jardim Europa, São Paulo, SP, Brasil",-23.5815674,-46.6872733
"Rua Adolfo Schnabel, Vila Ema, São Paulo, SP, Brasil",,
"Avenida Afonso Mariano Fagundes, Saúde, São Paulo, SP, Brasil",-23.6152421,-46.6391117
"Rua Professor Doutor José Marques da Cruz, Jardim das Acácias, São Paulo, SP, Brasil",,
"Rua dos Macaxás, Vila Nair, São Paulo, SP, Brasil",,
"Rua João Simões de Souza, Parque Reboucas, São Paulo, SP, Brasil",,
"Rua Doutor Bacelar, Vila Clementino, São Paulo, SP, Brasil",-23.596051,-46.647796
"Rua Osiris Magalhães de Almeida, Jardim Monte Kemel, São Paulo, SP, Brasil",,
"Rua Nebraska, Brooklin Novo, São Paulo, SP, Brasil",-23.61009,-46.681847
"Rua Guairá, Saúde, São Paulo, SP, Brasil",-23.6121942,-46.6318992
"Rua Naná, Vila Ema, São Paulo, SP, Brasil",,
"Rua Pais Leme, Pinheiros, São Paulo, SP, Brasil",-23.5681439,-46.7011409
"Rua Gravataí, Consolação, São Paulo, SP, Brasil",-23.5489144,-46.6479256
"Rua Gonçalo Pedrosa, Vila Monumento, São Paulo, SP, Brasil",-23.5819293,-46.6114447
"Rua Doutor João Batista Bernardes de Lima, Chácara Inglesa (Zona Norte), São Paulo, SP, Brasil",,
"Rua Wanderley, Perdizes, São Paulo, SP, Brasil",-23.5361721,-46.6809381
"Rua do Símbolo, Jardim Ampliação, São Paulo, SP, Brasil",,
"Rua Doutor Afonso Vergueiro, Vila Maria, São Paulo, SP, Brasil",-23.518183,-46.5839473
"Rua Assungui, Vila Gumercindo, São Paulo, SP, Brasil",-23.6070749,-46.6177288
"Rua General Chagas Santos, Vila da Saúde, São Paulo, SP, Brasil",-23.6181267,-46.6325313
"Rua Gabriele D'Annunzio, Campo Belo, São Paulo, SP, Brasil",,
"Rua Tucuna, Perdizes, São Paulo, SP, Brasil",-23.5344103,-46.6852008
"Rua Xavier Gouveia, Parque Colonial, São Paulo, SP, Brasil",,
"Avenida Pedroso de Morais, Pinheiros, São Paulo, SP, Brasil",-23.5609742,-46.6937263
"Praça Cassiano Nogueira, Vila Mariana, São Paulo, SP, Brasil",-23.5883859,-46.6263631
"Rua Eleonora Cintra, Jardim Anália Franco, São Paulo, SP, Brasil",-23.5574104,-46.5589654
"Rua Presidente Prudente, Jardim Paulista, São Paulo, SP, Brasil",-23.5700757,-46.6630858
"Rua Cardoso de Almeida, Sumaré, São Paulo, SP, Brasil",-23.5510318,-46.6754397
"Avenida Cotovia, Indianópolis, São Paulo, SP, Brasil",-23.6091492,-46.6684454
"Praça Moreira Cabral, Vila Nova Conceição, São Paulo, SP, Brasil",,
"Rua Humberto I, Vila Mariana, São Paulo, SP, Brasil",-23.5821218,-46.6428231
"Rua Ministro Gabriel de Rezende Passos, Moema, São Paulo, SP, Brasil",-23.5988643,-46.6639494
"Rua do Lavapés, Cambuci, São Paulo, SP, Brasil",-23.5618326,-46.6229048
"Avenida Onze de Junho, Vila Clementino, São Paulo, SP, Brasil",,
"Rua Leôncio de Carvalho, Paraíso, São Paulo, SP, Brasil",-23.5715733,-46.6468092
"Rua Conde Prates, Parque da Mooca, São Paulo, SP, Brasil",-23.5683927,-46.5916458
"Rua Tatuí, Jardim Paulista, São Paulo, SP, Brasil",-23.5664432,-46.6615839
"Rua Francisco Marcondes Vieira, Lar São Paulo, São Paulo, SP, Brasil",,
"Rua Venâncio Aires, Vila Pompéia, São Paulo, SP, Brasil",,
"Rua Madre de Deus, Mooca, São Paulo, SP, Brasil",-23.5661856,-46.5910866
"Rua Tomé de Souza, Lapa, São Paulo, SP, Brasil",-23.5258655,-46.7089779
"Rua Oliveira Pimentel, Jardim Paulista, São Paulo, SP, Brasil",,
"Rua Nova Cidade, Vila Olímpia, São Paulo, SP, Brasil",-23.5990335,-46.680537
"Rua Maranhão, Higienópolis, São Paulo, SP, Brasil",-23.5438582,-46.6584942
"Rua Borges Lagoa, Vila Clementino, São Paulo, SP, Brasil",-23.5970665,-46.643264
"Rua Correia Dias, Paraíso, São Paulo, SP, Brasil",-23.5767423,-46.6421475
"Rua Alexandre Dumas, Chácara Santo Antônio (Zona Sul), São Paulo, SP, Brasil",,
"Rua Conde de Sousel, Jardim das Bandeiras, São Paulo, SP, Brasil",,
"Rua Professor Manoelito de Ornellas, Chácara Santo Antônio (Zona Sul), São Paulo, SP, Brasil",,
"Rua Bueno Brandão, Vila Nova Conceição, São Paulo, SP, Brasil",,
"Avenida Santo Amaro, Santo Amaro, São Paulo, SP, Brasil",-23.6293085,-46.689394
"Rua Puréus, Jardim Guedala, São Paulo, SP, Brasil",,
"Rua Paula Ney, Vila Mariana, São Paulo, SP, Brasil",-23.5770161,-46.6346251
"Avenida Padre Antônio José dos Santos, Cidade Monções, São Paulo, SP, Brasil",,
"Avenida Sabiá, Indianópolis, São Paulo, SP, Brasil",-23.5987812,-46.6675254
"Rua Manguatá, Cidade Monções, São Paulo, SP, Brasil",,
"Rua Airi, Vila Gomes Cardim, São Paulo, SP, Brasil",-23.5406034,-46.568558
"Rua Manolo Florentino, Loteamento Reserva Raposo, São Paulo, SP, Brasil",,
"Rua Antônio Felício, Itaim Bibi, São Paulo, SP, Brasil",-23.5789008,-46.674391
"Rua Alagoas, Higienópolis, São Paulo, SP, Brasil",-23.5472405,-46.6563155
"Rua Peixoto Gomide, Jardim Paulista, São Paulo, SP, Brasil",-23.5651209,-46.6614185
"Rua Cayowaá, Sumaré, São Paulo, SP, Brasil",-23.5445383,-46.6879637
"Rua Rodrigues Barbosa, Vila Regente Feijó, São Paulo, SP, Brasil",,
"Rua Frei Gaspar, Mooca, São Paulo, SP, Brasil",-23.5482579,-46.6061025
"Rua Ministro Godói, Perdizes, São Paulo, SP, Brasil",-23.537356,-46.6715503
"Rua Álvares Florence, Butantã, São Paulo, SP, Brasil",-23.5667612,-46.705751
"Avenida Arruda Botelho, Alto de Pinheiros, São Paulo, SP, Brasil",-23.5507944,-46.7177766
"Rua Bela Cintra, Cidade Júlia, São Paulo, SP, Brasil",,
"Rua Raimundo Simão de Souza, Vila Suzana, São Paulo, SP, Brasil",,
"Rua Visconde de Porto Seguro, Jardim dos Estados, São Paulo, SP, Brasil",-23.6418379,-46.6842418
"Avenida Ireré, Planalto Paulista, São Paulo, SP, Brasil",-23.611631,-46.6524026
"Rua André Fernandes, Jardim Europa, São Paulo, SP, Brasil",,
"Avenida Engenheiro Luiz Carlos Berrini, Cidade Monções, São Paulo, SP, Brasil",,
"Rua Antônio Morais Barros, Vila Zilda (Tatuapé), São Paulo, SP, Brasil",,
"Rua Almansa, Vila Andrade, São Paulo, SP, Brasil",-23.6339835,-46.7307213
"Rua Manuel da Nóbrega, Paraíso, São Paulo, SP, Brasil",-23.5698295,-46.6497874
"Rua Melo Peixoto, Tatuapé, São Paulo, SP, Brasil",-23.5362144,-46.558009
"Rua Vaz Muniz, Jardim Franca, São Paulo, SP, Brasil",-23.4795268,-46.6134971
"Rua Ideolândia, Vila Mariana, São Paulo, SP, Brasil",,
"Avenida Professor Alceu Maynard Araújo, Vila Cruzeiro, São Paulo, SP, Brasil",,
"Rua Capitão Prudente, Pinheiros, São Paulo, SP, Brasil",-23.5680377,-46.6867405
"Rua Professor Vital Palma e Silva, Jardim Europa, São Paulo, SP, Brasil",-23.5830426,-46.690744
"Rua Professora Sebastiana Silva Minhoto, Tatuapé, São Paulo, SP, Brasil",,
"Rua Antônio Fidélis, Lapa de Baixo, São Paulo, SP, Brasil",,
"Rua Retiro, Maranhão, São Paulo, SP, Brasil",,
"Rua Amália de Noronha, Pinheiros, São Paulo, SP, Brasil",-23.5517664,-46.6803652
"Rua da Lei, Vila Rui Barbosa, São Paulo, SP, Brasil",,
"Rua José Varela, Interlagos, São Paulo, SP, Brasil",-23.7022111,-46.7132508
"Avenida Águas de São Pedro, Vila Paulicéia, São Paulo, SP, Brasil",-23.4872031,-46.6142171
"Rua Adelino de Almeida Castilho, Maranhão, São Paulo, SP, Brasil",,
"Rua Cancioneiro de Évora, Santo Amaro, São Paulo, SP, Brasil",-23.630058,-46.6931242
"Rua José Gambarini, Jardim Cordeiro, São Paulo, SP, Brasil",,
"Rua Pereira Leite, Sumarezinho, São Paulo, SP, Brasil",,
"Rua Padre Madureira, Jardim Guedala, São Paulo, SP, Brasil",,
"Rua Madre Emilie de Villeneuve, Vila Santa Catarina, São Paulo, SP, Brasil",,
"Rua Curitiba, Paraíso, São Paulo, SP, Brasil",-22.3696957,-46.9358513
"Rua Professor Hilário Veiga de Carvalho, Vila Suzana, São Paulo, SP, Brasil",,
"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo, SP, Brasil",-23.6268115,-46.6637297
"Avenida dos Imarés, Indianópolis, São Paulo, SP, Brasil",-23.6135285,-46.6647272
"Rua Professor Alexandre Correia, Jardim Vitória Régia, São Paulo, SP, Brasil",,
"Avenida Jurema, Indianópolis, São Paulo, SP, Brasil",-23.609023,-46.6582203
"Rua Belterra, Santo Amaro, São Paulo, SP, Brasil",-23.6549566,-46.6921668
"Rua Benedito Galvão, Vila Fernandes, São Paulo, SP, Brasil",-23.5600588,-46.5380166
"Rua Veneza, Jardim Paulista, São Paulo, SP, Brasil",-23.5758661,-46.6624299
"Rua Raul Saddi, Butantã, São Paulo, SP, Brasil",-23.5688682,-46.7133051
"Rua Doutor Luiz Migliano, Jardim Caboré, São Paulo, SP, Brasil",,
"Avenida Moaci, Planalto Paulista, São Paulo, SP, Brasil",-23.6184219,-46.6551434
"Rua Marcondésia, Chácara Monte Alegre, São Paulo, SP, Brasil",-23.6446125,-46.6779639
"Rua Clemente Pereira, Ipiranga, São Paulo, SP, Brasil",-23.5984112,-46.6052415
"Rua Jaguari, Bosque da Saúde, São Paulo, SP, Brasil",-23.6101322,-46.6234617
"Rua Capitão Cavalcanti, Vila Mariana, São Paulo, SP, Brasil",-23.5890852,-46.637238
"Rua da Mooca, Mooca, São Paulo, SP, Brasil",-23.5570336,-46.5935769
"Rua Carlos Comenale, Bela Vista, São Paulo, SP, Brasil",-23.5615132,-46.6549022
"Rua Itapaiuna, Jardim Morumbi, São Paulo, SP, Brasil",,
"Rua Lincoln Albuquerque, Perdizes, São Paulo, SP, Brasil",-23.5323871,-46.667634
"Rua Itajara, Vila Andrade, São Paulo, SP, Brasil",-23.6325985,-46.732348
"Rua Princesa Isabel, Brooklin Paulista, São Paulo, SP, Brasil",,
"Rua Girassol, Vila Madalena, São Paulo, SP, Brasil",-23.5535279,-46.6905664
"Rua Itabira, Vila Santos, São Paulo, SP, Brasil",,
"Rua Doutor Albuquerque Lins, Santa Cecília, São Paulo, SP, Brasil",-23.5325497,-46.6541329
"Rua Pitu, Cidade Monções, São Paulo, SP, Brasil",,
"Rua Horácio Lane, Pinheiros, São Paulo, SP, Brasil",-23.5593773,-46.6867263
"Rua Doutor Hélio Fidélis, Cidade São Francisco, São Paulo, SP, Brasil",,
"Rua Santana de Mangueira, Vila Ivg, São Paulo, SP, Brasil",,
"Rua Nhu-Guaçu, Nova Piraju, São Paulo, SP, Brasil",,
"Rua Doutor Castilho Cabral, Vila Progredior, São Paulo, SP, Brasil",,
"Rua Capitão Macedo, Vila Clementino, São Paulo, SP, Brasil",-23.5930414,-46.643501
"Rua Bahia, Higienópolis, São Paulo, SP, Brasil",-23.5437762,-46.659547
"Rua Cacilda Becker, Jardim das Acácias, São Paulo, SP, Brasil",,
"Praça Barão de Itaqui, Vila Gomes Cardim, São Paulo, SP, Brasil",-23.5403668,-46.5680569
"Rua Barão do Serro Largo, Vila Regente Feijó, São Paulo, SP, Brasil",,
"Rua Dona Salwa Saigh Calfat, Vila Tramontano, São Paulo, SP, Brasil",,
"Rua Marechal Deodoro, Santo Amaro, São Paulo, SP, Brasil",-23.6397612,-46.6979638
"Rua Benedito Lapin, Itaim Bibi, São Paulo, SP, Brasil",-23.5874583,-46.6736216
"Rua Henrique Monteiro, Pinheiros, São Paulo, SP, Brasil",-23.5695159,-46.689962
"Rua Francisca Miquelina, Bela Vista, São Paulo, SP, Brasil",,
"Avenida Rebouças, Pinheiros, São Paulo, SP, Brasil",-23.5636642,-46.6769083
"Avenida Alexandre Mackenzie, Jaguaré, São Paulo, SP, Brasil",-23.5381451,-46.7480367
"Rua Luís Carlos Paraná, Jardim Cidália, São Paulo, SP, Brasil",,
"Rua Mussumés, Vila Maria Alta, São Paulo, SP, Brasil",,
"Rua Cláudio Rossi, Jardim da Glória, São Paulo, SP, Brasil",-23.5820915,-46.6240616
"Avenida Nove de Julho, Bela Vista, São Paulo, SP, Brasil",-23.5552253,-46.6489855
"Rua Doutor Sabóia de Medeiros, Vila Mariana, São Paulo, SP, Brasil",-23.5967873,-46.6280962
"Avenida Major Sylvio de Magalhães Padilha, Jardim Morumbi, São Paulo, SP, Brasil",,
"Rua Rego Freitas, República, São Paulo, SP, Brasil",-23.5461902,-46.6466524
"Rua Doutor Tomás Alves, Vila Mariana, São Paulo, SP, Brasil",,
"Rua Diogo Moreira, Pinheiros, São Paulo, SP, Brasil",-23.5698604,-46.6926857
"Rua Bucareste, Jardim Europa, São Paulo, SP, Brasil",-23.5719494,-46.6762674
"Rua Coronel Pedro Dias de Campos, Chácara Seis de Outubro, São Paulo, SP, Brasil",,
"Rua Oliveira Gouveia, Parque da Vila Prudente, São Paulo, SP, Brasil",,
"Rua Jacurici, Itaim Bibi, São Paulo, SP, Brasil",-23.5850434,-46.6868646
"Avenida Professor Ciro de Barros Resende, Planalto Paulista, São Paulo, SP, Brasil",-23.6156798,-46.6533828
"Rua Avanhandava, Bela Vista, São Paulo, SP, Brasil",-23.5513691,-46.6471232
"Rua das Orquídeas, Mirandópolis, São Paulo, SP, Brasil",-23.6070445,-46.6426626
"Avenida Sumaré, Perdizes, São Paulo, SP, Brasil",-23.5421575,-46.6762755
"Rua Dona Brígida, Vila Mariana, São Paulo, SP, Brasil",-23.5849379,-46.6300188
"Rua Brasília, Itaim Bibi, São Paulo, SP, Brasil",-23.5830526,-46.6722974
"Rua José Feliciano, Vila Mascote, São Paulo, SP, Brasil",-23.6447001,-46.6679372
"Rua Madre Cabrini, Vila Mariana, São Paulo, SP, Brasil",-23.5925699,-46.6383464
"Rua Butantã, Pinheiros, São Paulo, SP, Brasil",-23.5697726,-46.6974759
"Rua João Moura, Pinheiros, São Paulo, SP, Brasil",-23.5476379,-46.6896582
"Rua Tenente Otávio Gomes, Aclimação, São Paulo, SP, Brasil",-23.5633288,-46.630899
"Rua Coronel Albino Bairão, Belenzinho, São Paulo, SP, Brasil",,
"Rua dos Goivos, Cidade Jardim, São Paulo, SP, Brasil",-23.5948117,-46.7008686
"Rua Martiniano de Carvalho, Bela Vista, São Paulo, SP, Brasil",-23.5653931,-46.6427092
"Rua Said Aiach, Paraíso, São Paulo, SP, Brasil",-23.578074,-46.6468573
"Rua Bernardino de Campos, Campo Belo, São Paulo, SP, Brasil",-23.6235635,-46.6819481
"Rua Francisco Isoldi, Sumarezinho, São Paulo, SP, Brasil",,
"Rua Banibás, Alto de Pinheiros, São Paulo, SP, Brasil",-23.5554152,-46.7088843
"Rua Itaguaba, Santa Cecília, São Paulo, SP, Brasil",,
"Rua Doutor Oscar Monteiro de Barros, Vila Suzana, São Paulo, SP, Brasil",,
"Rua Volta Redonda, Campo Belo, São Paulo, SP, Brasil",-23.6260592,-46.6738455
"Rua Hans Nobiling, Jardim Europa, São Paulo, SP, Brasil",-23.5813907,-46.6918595
"Rua Bento Branco de Andrade Filho, Jardim Dom Bosco, São Paulo, SP, Brasil",,
"Rua Teixeira da Silva, Paraíso, São Paulo, SP, Brasil",-23.5701512,-46.6470001
"Rua Eleutério, Brooklin Paulista, São Paulo, SP, Brasil",,
"Rua Adalívia de Toledo, Paineiras do Morumbi, São Paulo, SP, Brasil",,
"Avenida Juriti, Vila Uberabinha, São Paulo, SP, Brasil",,
"Rua Tuiucuê, Jardim da Saúde, São Paulo, SP, Brasil",-23.6164684,-46.6228222
"Rua Cônego Vicente Miguel Marino, Barra Funda, São Paulo, SP, Brasil",,
"Rua Professor Luciano Gualberto, Jardim Morumbi, São Paulo, SP, Brasil",,
"Rua Arroio Cambará, Parque dos Príncipes, São Paulo, SP, Brasil",-23.568616,-46.7710012
"Rua Comendador Bichara Moherdauí, Jardim Leonor, São Paulo, SP, Brasil",,
